year_of_death;code;age;sex;disease;number_of_death
1979-2021;90;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;149
1979-2021;91;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;777
1979-2021;92;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;1013
1979-2021;93;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;999
1979-2021;94;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;898
1979-2021;95;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;776
1979-2021;971;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;277
1979-2021;972;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;241
1979-2021;973;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;46
1979-2021;974;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;422
1979-2021;976;55-64;Tous sexes;6. Maladies du système nerveux et des organes des sens;18
1979-2021;01;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;914
1979-2021;02;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;1252
1979-2021;03;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;930
1979-2021;04;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;350
1979-2021;05;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;267
1979-2021;06;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;2341
1979-2021;07;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;733
1979-2021;08;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;552
1979-2021;09;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;372
1979-2021;10;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;667
1979-2021;11;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;810
1979-2021;12;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;706
1979-2021;13;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;3880
1979-2021;14;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;1351
1979-2021;15;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;409
1979-2021;16;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;804
1979-2021;17;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;1471
1979-2021;18;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;747
1979-2021;19;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;681
1979-2021;21;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;943
1979-2021;22;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;1529
1979-2021;23;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;412
1979-2021;24;65-74;Tous sexes;6. Maladies du système nerveux et des organes des sens;1112
